filename,width,height,class,xmin,ymin,xmax,ymax
s2_front_jpg.rf.2e44d6a2ad20389a274d5e68ede0c5c4.jpg,1024,1024,resistors,796,490,807,500
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,transistors,152,562,161,589
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,384,631,403,647
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,334,631,354,648
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,transistors,447,611,479,648
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,diodes,386,547,394,567
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,capacitors,379,589,384,603
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,379,613,386,619
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,transistors,344,555,376,591
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,468,669,475,675
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,483,655,490,662
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,capacitors,481,668,491,676
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,475,546,479,557
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,capacitors,671,529,680,549
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,capacitors,766,637,770,647
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,capacitors,728,638,732,648
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,capacitors,758,638,762,648
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,818,634,838,649
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,776,634,796,649
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,capacitors,796,523,800,533
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,capacitors,753,521,757,531
s8_front_jpg.rf.0100e1b3dca149e1099285ed598f668b.jpg,1024,1024,resistors,380,575,387,581
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,339,426,360,445
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,346,453,359,464
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,419,434,439,451
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,426,459,438,470
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,418,477,438,494
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,426,501,439,510
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,305,573,317,604
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,599,391,619,408
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,599,428,612,439
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,604,465,615,495
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,596,505,603,524
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,606,511,614,531
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,629,552,637,560
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,595,560,604,568
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,604,585,612,605
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,622,587,627,599
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,345,597,350,610
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,capacitors,599,376,612,386
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,326,387,333,407
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,337,387,346,408
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,355,375,368,386
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,445,372,458,384
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,425,522,439,534
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,425,539,439,552
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,426,587,439,599
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,362,598,368,612
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,353,598,359,611
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,323,585,328,598
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,623,519,630,539
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,636,530,648,542
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,resistors,654,531,668,543
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,ICs,450,396,591,588
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,ICs,328,546,362,580
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,diodes,424,386,435,414
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,ICs,609,553,623,574
s18_front_jpg.rf.661b58dbc76b532ad74385427e25a14b.jpg,1024,1024,inductors,334,469,365,523
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,456,249,468,260
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,456,266,468,277
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,456,214,468,225
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,456,233,468,243
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,306,304,315,311
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,244,359,253,368
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,277,360,286,368
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,337,392,346,400
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,442,465,447,478
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,554,588,560,601
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,353,662,361,680
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,334,702,343,710
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,314,724,324,732
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,338,789,344,803
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,338,810,344,824
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,317,819,326,827
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,418,815,423,829
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,951,246,959,263
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,962,246,970,263
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,988,255,997,263
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,1012,334,1021,342
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,892,393,901,402
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,893,513,900,529
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,873,543,882,551
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,956,534,965,541
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,999,523,1008,531
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,capacitors,774,544,830,583
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,diodes,363,798,370,814
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,diodes,317,798,324,814
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,diodes,895,438,906,450
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,diodes,863,405,874,416
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,diodes,895,418,906,429
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,336,573,349,587
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,316,573,328,587
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,568,589,578,612
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,337,716,347,740
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,688,524,711,607
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,648,607,665,622
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,872,517,887,532
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,255,297,280,350
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,339,433,363,472
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,368,230,421,272
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,273,217,327,261
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,994,349,1017,374
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,727,612,762,685
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,764,376,837,485
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,333,337,360,373
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,416,336,444,372
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,333,337,360,373
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,374,561,402,598
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,386,792,413,823
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,888,732,916,765
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,960,486,984,526
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,ICs,514,348,658,562
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,inductors,243,258,255,269
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,inductors,243,240,255,251
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,inductors,243,223,255,233
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,inductors,243,205,255,215
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,inductors,329,296,340,307
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,inductors,932,241,947,267
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,474,465,483,483
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,474,514,483,530
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,454,357,463,374
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,317,346,325,363
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,474,337,482,355
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,474,359,483,376
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,473,404,482,422
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,473,426,482,443
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,450,523,459,540
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,474,490,483,506
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,291,531,301,549
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,261,627,269,644
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,364,519,374,527
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,379,531,388,539
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,377,622,383,637
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,385,622,391,637
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,385,734,393,752
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,346,788,351,803
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,346,810,352,824
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,239,746,248,764
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,425,855,435,863
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,439,846,444,861
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,571,291,583,304
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,616,291,628,304
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,513,292,525,305
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,527,292,540,304
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,542,291,554,304
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,556,291,568,303
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,585,291,597,304
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,863,432,873,449
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,863,456,873,474
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,703,319,712,336
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,703,340,712,358
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,703,381,712,398
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,863,337,873,355
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,863,371,872,388
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,703,445,712,463
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,626,614,638,626
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,531,603,543,615
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,699,650,708,669
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,745,557,753,575
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,768,821,778,830
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,768,791,777,800
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,768,772,778,781
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,997,809,1009,820
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,997,780,1009,793
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,978,732,990,744
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,703,467,712,484
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,702,488,712,506
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,703,402,712,419
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,703,425,712,441
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,880,338,889,355
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,436,287,442,301
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,350,296,362,307
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,239,135,251,146
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,240,153,251,164
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,822,824,830,842
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,911,393,921,401
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,420,481,429,490
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,863,392,873,402
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,338,265,356,279
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,280,154,299,169
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,482,308,493,317
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,319,603,325,617
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,449,554,459,564
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,343,525,349,540
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,982,806,989,821
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,998,511,1008,519
s26_front2_jpg.rf.3aea739d363da02cb60b8e9e1ab17540.jpg,1024,1024,resistors,884,367,890,382
